q1_pr,q2_pr
2.848762167334536e-05,2.187762883923668e-05
8.001870838138927e-06,5.7718594652825996e-05
8.67764775789069e-06,6.488459855423573e-05
9.08886548841114e-06,4.615816666396068e-05
3.2757271321652454e-05,2.7039028975099748e-05
1.6518590801959835e-05,8.100548406659352e-05
0.0001163672983764856,8.043152795856082e-06
4.044258510535921e-05,1.1142079707410874e-05
1.9563702235467366e-05,6.705317097558856e-06
3.016398210157354e-05,2.7269716750241914e-05
3.133543764996977e-05,9.206810873140617e-06
4.044258510535921e-05,1.1142079707410874e-05
1.456687842670265e-05,3.110216350883952e-05
1.168726950847768e-05,0.00012500634521784573
3.3612519721322046e-05,3.0210782635493258e-05
8.997225704005592e-06,8.343026531588869e-05
1.4624085111557724e-05,1.886949842427285e-05
4.044258510535921e-05,1.1142079707410874e-05
1.1139827996108874e-05,4.042344555929221e-05
2.337712767161632e-05,2.337567329397366e-05
1.2222575152866271e-05,3.443531716967942e-05
6.488459855423573e-05,8.676020235977637e-06
2.197445275123704e-05,2.2103810617476912e-05
2.8699453184313743e-05,3.072550691148339e-05
2.1600367405320604e-05,2.0388489231502483e-05
1.4999690526588419e-05,1.744072392167727e-05
1.1774042470718338e-05,2.1707133440816882e-05
2.630731616746297e-05,2.7292657719715658e-05
1.1139827996108874e-05,4.042344555929221e-05
4.044258510535921e-05,1.1142079707410874e-05
1.6986869150146937e-05,1.6986869150146937e-05
3.865082731018653e-05,2.6487051129733747e-05
3.84802305980336e-05,7.999396373910134e-06
7.645520705403407e-06,8.392386004115716e-05
3.3124279906144354e-05,1.952093624291268e-05
5.746018263589947e-05,3.1663362345711614e-05
2.3910497354490935e-05,2.071550904502673e-05
1.9311980604332813e-05,2.6461765349674593e-05
4.826115709042997e-05,1.0752427077895135e-05
4.044258510535921e-05,1.1142079707410874e-05
5.194252548146326e-06,4.0467218106811777e-05
2.3401292010605947e-05,1.800531177039495e-05
1.8818256665367533e-05,1.939287453001049e-05
7.171687304564229e-05,1.0167948133621534e-05
1.70228944309823e-05,2.1182892272240162e-05
2.359765547757659e-05,2.6482949650164653e-05
2.1911006297285156e-05,2.1910590694609174e-05
3.244721057241389e-05,9.443062619159992e-06
2.7280171727043104e-05,2.186208921697487e-05
1.791879300220235e-05,0.00013204856404016782
1.6337639069194383e-05,3.243937843353399e-05
4.839897542262555e-05,9.404551890727327e-06
6.01596794083178e-05,8.2297778721965e-06
1.8049212713840685e-05,1.8049036291551574e-05
9.331848135086355e-06,3.988989442360738e-05
3.5740319078032286e-05,1.0142848176603901e-05
5.607972907550074e-05,1.0492658658217979e-05
2.8517563720147407e-05,3.027740343716112e-05
1.1315182133160298e-05,0.00015849320543653524
1.8454355100980823e-05,2.266878552296217e-05
2.936727138916286e-05,2.7347422331081044e-05
3.244721057241389e-05,3.244419105145586e-05
1.030729360018752e-05,6.387642729363779e-05
3.655407015380939e-05,0.00024230678510250197
1.1139827996108874e-05,4.042344555929221e-05
9.094326829958782e-06,6.159618568450286e-05
2.7332565672266778e-05,1.0161309446804842e-05
6.309179088891659e-06,3.0968153083356246e-05
0.00011080973297099606,9.793282143702552e-06
2.1769106283286352e-05,1.7872175706408656e-05
1.1310665254327996e-05,2.715575272745412e-05
5.5433451737416824e-05,2.5829780093653157e-05
3.22091016936775e-05,2.1530949788926038e-05
1.0381796793822719e-05,3.685415846658114e-05
1.0751226165200736e-05,4.8240741574625165e-05
1.0405232072911914e-05,2.306346286485814e-05
2.441689757417654e-05,2.056800530708792e-05
2.4154727094085318e-05,1.3106888015912022e-05
2.6798519021087363e-05,3.78430193255024e-05
2.4789490866105107e-05,3.129861910504125e-05
9.0073000729718e-06,3.0388947714330374e-05
2.1193221705810715e-05,2.366235278781345e-05
1.8674359900200717e-05,1.4452880239449826e-05
2.6574533866505403e-05,2.873995030920656e-05
9.741111460754774e-06,3.384241359878e-05
1.537123913517267e-05,4.206375733517126e-05
0.0001179033113976574,6.4025617066762255e-06
2.958885991075303e-05,2.589442068671875e-05
3.6446955848257956e-05,4.4943165783291154e-05
2.487640825163476e-05,2.5240090117232004e-05
1.3311109664064903e-05,9.73390946319163e-05
4.11356072312152e-05,9.541083601828625e-06
2.8140054435660527e-05,1.7203368715915497e-05
3.35817419818728e-05,3.3729108186901056e-05
1.0168604882751284e-05,7.169454357523077e-05
3.150547142104964e-05,3.0134817512218663e-05
1.1924617891643973e-05,1.1262077923517506e-05
1.1139827996108874e-05,4.042344555929221e-05
3.627601726037013e-05,2.914154422480929e-05
1.369751844321674e-05,2.891609388686416e-05
2.4023417291436567e-05,3.5021714323198013e-05
4.044258510535921e-05,1.1142079707410874e-05
6.007241575713977e-06,2.848762167334536e-05
1.7624000412121766e-05,1.7623991386088183e-05
2.1916147017027192e-05,1.7433655811190937e-05
1.0751226165200736e-05,4.8240741574625165e-05
1.5180312818410236e-05,6.011215030133094e-05
7.856220049853014e-06,0.0001186060563817937
1.8640417651930307e-05,1.7485588371093965e-05
2.4591965288445837e-05,1.0044510641997336e-05
1.5281433248185735e-05,1.876135328626891e-05
1.1139827996108874e-05,4.042344555929221e-05
4.1885304738248426e-05,2.8413843878291224e-05
1.2580755996063156e-05,2.360481358389173e-05
2.1040364325717014e-05,2.6293474417908825e-05
4.044258510535921e-05,1.1142079707410874e-05
8.506593704102985e-05,1.0094987747600939e-05
1.7729610758136295e-05,6.522479806870918e-05
1.0686693201292572e-05,1.9151299079803617e-05
3.0697350698082466e-05,2.013633298991688e-05
1.933415562207686e-05,1.5756832687751084e-05
6.389830106057152e-05,1.0307109787020012e-05
1.1139827996108874e-05,4.042344555929221e-05
2.2235990501211514e-05,2.1542247056452724e-05
3.008838254728626e-05,3.212352284312146e-05
2.596666462949202e-05,2.291208428744521e-05
2.2637419155206085e-05,2.9833647951283462e-05
7.37580525929736e-06,3.97527389937746e-05
1.2974775855459727e-05,2.4343741633999666e-05
1.7625564948590996e-05,4.433415463086036e-05
1.287898879612771e-05,2.348209473996021e-05
6.743250636898074e-05,8.916655974036889e-06
2.4618034098034885e-05,3.462023800328261e-05
0.00014443497705397262,5.338251520155603e-06
2.2406566416522628e-05,1.616127077792976e-05
1.9593971449124536e-05,5.354127160127714e-05
2.287621935603515e-05,2.821575658396251e-05
2.4674052779032194e-05,0.00010724306655264175
1.9314116438035925e-05,2.5419920165608455e-05
4.044258510535921e-05,1.1142079707410874e-05
1.7606247814537033e-05,1.9808989972599293e-05
1.1139827996108874e-05,4.042344555929221e-05
2.8587408459089688e-05,2.5247941370368746e-05
3.4801092872182907e-05,1.97575542523285e-05
2.2582344137115053e-05,2.2578850590842775e-05
7.165370353994417e-06,5.4308384491858974e-05
2.391133612045894e-05,2.2030842972909793e-05
2.0799613138864345e-05,2.4847979915897433e-05
0.00013757763096276348,8.702819126119355e-06
2.5983231682438908e-05,2.6257822441425025e-05
3.94836785180889e-05,6.743171215068986e-06
1.896598607845365e-05,2.8986029111133324e-05
1.6806651260433922e-05,2.0927251306177855e-05
1.8827560662932616e-05,5.2152681331041615e-06
1.6986869150146937e-05,1.6986869150146937e-05
2.3846024734383224e-05,2.4423788869504188e-05
1.0168604882751284e-05,7.169454357523077e-05
7.151831479872477e-06,2.8112247102070506e-05
1.0347200804806591e-05,0.00011545927416780987
2.0090424163305275e-05,1.9717225522561124e-05
1.784065695548872e-05,1.7840573671199376e-05
2.703156095023606e-05,4.068119415744598e-05
1.0492241674643531e-05,5.605846291320405e-05
3.332024044579434e-05,1.8392522832149688e-05
2.039203753173082e-05,1.7044768344545626e-05
4.044258510535921e-05,1.1142079707410874e-05
3.0915397691249735e-05,2.0428160539685175e-05
2.6432758111931447e-05,2.6432479273406793e-05
2.1256797752025173e-05,2.3327206500967112e-05
1.6200204781485715e-05,4.290213078049293e-05
4.92830172060292e-05,7.2025375530914646e-06
2.5346939280120802e-05,3.098047759936836e-05
2.0096965608770245e-05,2.009690991756905e-05
6.558770363828095e-06,3.3023589027300126e-05
2.934338859463621e-05,2.6494760173763574e-05
2.7777523090242605e-05,2.2777009855884147e-05
1.6986869150146937e-05,1.6986869150146937e-05
4.826115709042997e-05,1.0752427077895135e-05
2.8967149878791363e-05,8.703549721765205e-06
1.6267809122464323e-05,5.269435102750353e-05
2.2635696574578227e-05,3.6942410243965195e-05
2.5209486426839856e-05,2.0508275066873688e-05
2.8328036889107502e-05,3.563723236458384e-05
0.0004994344251728942,4.0409318153688736e-05
8.501749077721015e-06,2.8015131770070914e-05
1.640962613101994e-05,2.0363140228864492e-05
2.0535494207100928e-05,2.538045001260347e-05
4.826115709042997e-05,1.0752427077895135e-05
1.8810263968369865e-05,1.8810368240613855e-05
1.9046755020364927e-05,2.394169227018645e-05
2.5961166991898334e-05,1.7500469561392954e-05
1.813972916342979e-05,1.9567612802116364e-05
2.359957675057876e-05,2.6751551691050294e-05
3.099429834868127e-05,4.364432471653803e-05
9.694726858671165e-06,5.042454530943929e-05
1.0009545915782427e-05,3.5099008273035804e-05
4.1297892623419774e-05,9.568672118503403e-06
2.289882063626826e-05,3.249303067040509e-05
1.6528800025945456e-05,2.945361211694183e-05
1.8004624749043635e-05,1.800435941448003e-05
1.224860310882898e-05,3.4915296080728396e-05
2.3974953355540848e-05,2.280209818986579e-05
1.1165301802651435e-05,2.514926268252155e-05
1.8949537527191944e-05,1.8949066558850765e-05
6.389830106057152e-05,1.0307109787020012e-05
2.2781992480694912e-05,2.899875304874061e-05
4.422120194649419e-05,6.692852273395605e-05
2.4361919011169932e-05,2.7101394653412892e-05
2.268026611470829e-05,1.7498773960410383e-05
5.7080139666080005e-06,7.061486834770936e-05
3.0290421760633914e-05,4.482629087217401e-05
2.8967149878791363e-05,8.703549721765205e-06
9.446794947200995e-05,6.7742281120593285e-06
4.5734137189151955e-06,9.052532495940469e-05
8.392386004115716e-05,1.2564159753274164e-05
2.7225653526617663e-05,2.097135202050316e-05
4.133455684057398e-05,7.567226560306024e-06
0.00017628605568118397,4.822425527129727e-05
1.7413664951338787e-05,1.7578207231837644e-05
2.4343537748174644e-05,1.2973510905110442e-05
2.3654511462988614e-05,1.8627987180381737e-05
5.589307395178942e-05,9.335046495239328e-06
9.934921938247833e-05,3.125716388023806e-05
1.5076914730855448e-05,2.209006798015325e-05
2.2355625881137677e-05,1.9573439991285634e-05
1.7420928474624007e-05,2.0665257806553882e-05
1.1139827996108874e-05,4.042344555929221e-05
2.7853674605965595e-05,1.905282236289558e-05
4.703436334005477e-06,1.775104383673429e-05
1.038179679382272e-05,3.685415846658115e-05
1.0882659488200361e-05,1.920705163675935e-05
3.5061559864232084e-05,2.0476248978368404e-05
2.7678782671111584e-05,8.684563978365588e-05
2.2220867882728033e-05,1.946818958136135e-05
7.171687304564229e-05,1.0167948133621534e-05
1.7510352552190844e-05,1.8794455028376442e-05
7.171687304564229e-05,1.0167948133621534e-05
8.758541107450237e-06,3.652309135464083e-05
1.838352075370215e-05,2.6660634267573622e-05
7.30781248303542e-05,1.7552959691966013e-05
1.1088594366167323e-05,2.9982819012843414e-05
1.882623482869886e-05,1.4569556195661563e-05
1.8057900250698268e-05,1.0222834822347506e-05
8.424465943582568e-06,0.0001105714721375678
9.277304301194565e-06,4.748456872889145e-05
2.2086263025194718e-05,2.352940800017207e-05
1.4085803602944604e-05,4.33333444842315e-05
2.3959772645402254e-05,1.8477117542026042e-05
4.3284826979070524e-05,8.680047527890366e-06
3.0200397709614792e-05,5.7714073067775615e-05
7.976382721675225e-06,3.8312274842636804e-05
2.3225881771437963e-05,1.7609188302092618e-05
3.991634729290138e-05,1.4183541681146604e-05
3.9901040906297856e-05,2.9365440786901212e-05
5.261427885883961e-06,5.746018263589947e-05
1.6268759931632535e-05,3.810533074024122e-05
1.0751226165200736e-05,4.8240741574625165e-05
3.428257020317941e-05,2.4879179812970683e-05
2.9617168637295484e-05,7.945963654736922e-05
2.5079268003370362e-05,1.9304458804260368e-05
1.7099036213570862e-05,2.012187727490333e-05
1.588599771425417e-05,1.811026786479822e-05
3.608363741930804e-05,4.705616935107006e-05
2.7023024551997576e-05,2.352940800017207e-05
7.721329514997886e-06,0.00010950182878151841
2.7225653526617663e-05,2.095827019709299e-05
3.3778616429557065e-05,2.1572026072997303e-05
6.389830106057152e-05,1.0307109787020012e-05
3.032218980225396e-05,1.9197527876740403e-05
5.607972907550074e-05,1.0492658658217979e-05
0.00010102737913563431,1.2942004886060571e-05
2.694183661996401e-05,3.0718236615258074e-05
1.8507555041411016e-05,1.8506301053734488e-05
1.6229938862997854e-05,1.8572967399731825e-05
2.6003357543880446e-05,2.742539525856597e-05
2.6500917024983205e-05,2.1737020194472724e-05
3.5185934327789104e-05,1.9210718284971582e-05
1.3451489248498921e-05,5.7258580154104376e-05
1.6986869150146937e-05,1.6986869150146937e-05
2.328501653045721e-05,1.4424806066857435e-05
1.6898001874166407e-05,1.2758446570834933e-05
3.2315646753116555e-05,2.541962366391734e-05
1.6986869150146937e-05,1.6986869150146937e-05
2.6278459397202264e-05,2.5415278169465733e-05
7.762380664186133e-06,0.00024529659685336105
2.0037579749619803e-05,2.258334682384115e-05
2.177650207929056e-05,2.3707623189743562e-05
3.452796762951361e-05,3.0034833558987413e-05
1.8004624749043635e-05,1.800435941448003e-05
2.6584535551726936e-05,2.4913428429608366e-05
0.00015255388937291173,0.00011860876337784005
2.4619778511357457e-05,2.64817229633213e-05
2.096655188832676e-05,3.2374240569529757e-05
2.3248883712504712e-05,2.2276908434873334e-05
2.2203460866676e-05,2.4542669970957493e-05
3.990955730396407e-05,1.2308426260893456e-05
2.4447847598423863e-05,2.8978537659518767e-05
3.6865095496698264e-05,3.685930574207749e-05
7.1649883275968e-06,0.00014115536968827458
1.7659651188082713e-05,6.327547997614321e-06
3.956130036840986e-05,9.273451435151718e-06
2.0942176300106218e-05,3.24841263124899e-05
1.8004110550900037e-05,1.8004624749043635e-05
1.9982291978993754e-05,1.9982131620923873e-05
2.5268491611662992e-05,1.4546707979431791e-05
1.5314486602152536e-05,1.9808609434507414e-05
5.0379358540769346e-05,1.9699468227672274e-05
9.311634252840389e-06,5.568683873822592e-05
3.243198877667729e-05,2.5745744512428187e-05
1.880342878575329e-05,1.8802859805119643e-05
4.044258510535921e-05,1.1142079707410874e-05
2.443321687487685e-05,2.443291547185558e-05
3.35859078435655e-05,2.383532470455191e-05
1.030729360018752e-05,6.387642729363779e-05
2.1873414728549506e-05,2.5725379856254248e-05
5.227311388733794e-05,6.587316445634517e-06
8.223445737129258e-06,0.0005138854167344058
2.6305053462311553e-05,2.8051259328993968e-05
1.4271585006341163e-05,1.4271446677946849e-05
1.8351273354563307e-05,1.6361239624492667e-05
1.0751226165200736e-05,4.8240741574625165e-05
2.9226089901525397e-05,2.4545514609443884e-05
3.427910434035963e-05,2.1360352760357775e-05
3.1084617921533775e-05,2.321251839324648e-05
3.5096310659262104e-06,5.5433451737416824e-05
9.774019446910989e-06,3.399300407560943e-05
1.787471227549457e-05,3.130911778268701e-05
3.0172236496217702e-05,3.246725551190894e-05
1.1139827996108874e-05,4.042344555929221e-05
4.044258510535921e-05,1.1142079707410874e-05
7.469086553843878e-06,1.4135027806834617e-05
2.0482354789687478e-05,3.696582032144317e-05
5.607972907550074e-05,1.0492658658217979e-05
2.3639932434534056e-05,1.8021086151809413e-05
4.726512112504402e-06,6.917601958992603e-05
1.1139827996108874e-05,4.042344555929221e-05
1.0751226165200736e-05,4.8240741574625165e-05
2.802218404535884e-05,2.883608889199828e-05
1.8154929149289832e-05,1.8154716653670665e-05
3.0316916430233067e-05,1.4318949073168497e-05
1.7523451493144823e-05,2.093413372088222e-05
9.684555867204833e-06,8.392116830013731e-05
4.826115709042997e-05,1.0752427077895135e-05
3.069024527647789e-05,2.046896358320767e-05
4.2790917464388805e-05,3.214469735032118e-05
1.6703521940565233e-05,1.886949842427285e-05
4.044258510535921e-05,1.1142079707410874e-05
2.8158567652288815e-05,2.515955474578435e-05
1.4318949073168497e-05,1.9668836683961323e-05
3.858031782775316e-05,8.013575398120405e-06
1.1139827996108874e-05,4.042344555929221e-05
4.4936222574564456e-05,1.0187188210197999e-05
8.101405262148191e-05,1.8123189800257185e-05
4.572402186640369e-05,4.878703453713984e-05
4.044258510535921e-05,1.1142079707410874e-05
3.289843379481063e-05,1.9507535008619145e-05
2.5586524994377712e-05,1.6871872719954448e-05
7.125591964864861e-06,0.00010229592029899974
1.309476514287642e-05,3.058328246753477e-05
3.851954866005865e-05,9.09635364473201e-06
4.044258510535921e-05,1.1142079707410874e-05
2.4592036565522583e-05,1.8577938708427184e-05
1.6393926570731295e-05,3.30538410178626e-05
1.9754463476830622e-05,1.975413683670752e-05
4.955611684937062e-05,9.568480259516211e-06
2.0056557305631608e-05,2.005602441622719e-05
1.9763974524130918e-05,2.4311423349692225e-05
3.062155247772455e-05,1.809973553194364e-05
9.423498497544483e-06,4.043215416313293e-05
2.3635964210490625e-05,1.7498564431744542e-05
9.7953073515008e-06,0.00011078617660660589
1.0492241674643531e-05,5.605846291320405e-05
5.607972907550074e-05,1.0492658658217979e-05
4.044258510535921e-05,1.1142079707410874e-05
5.607972907550074e-05,1.0492658658217979e-05
2.4071697400648943e-05,1.3422685673097823e-05
9.866035460845435e-06,3.4424904483456686e-05
1.9446539746167187e-05,1.8871223413554095e-05
3.2430593429299535e-05,9.439531476248191e-06
1.9196222632730282e-05,1.919602520571118e-05
2.3988009190679327e-05,2.7724504046961576e-05
2.272512404674337e-05,2.272460862897462e-05
2.0505332297970195e-05,2.4653731954177654e-05
4.044258510535921e-05,1.1142079707410874e-05
0.000148774979363853,2.8382316917573236e-05
4.826115709042997e-05,1.0752427077895135e-05
1.8827560662932616e-05,4.181204937477377e-05
1.8005409903016377e-05,2.3400612631104544e-05
1.1139827996108874e-05,4.042344555929221e-05
9.614041508997579e-06,3.324695214103982e-05
1.5842871406816854e-05,1.5842888211373766e-05
1.985514298243962e-05,1.4836116891332092e-05
3.409158013634896e-05,2.4024564262073168e-05
1.0751226165200736e-05,4.8240741574625165e-05
1.7137865007079574e-05,2.42606005127275e-05
7.800288664599394e-06,3.089206817679158e-05
2.0777545291202292e-05,2.0777336100757758e-05
8.106036327338361e-06,0.0001241862395100472
5.261427885883961e-06,5.746018263589947e-05
4.021942108665155e-05,9.385331957252804e-06
2.1804623008090636e-05,2.896230329227731e-05
3.2879294777927614e-05,4.261210780837787e-05
2.0375612624744937e-05,4.2032335855559265e-05
1.8224364779841082e-05,2.2850214794308435e-05
1.0492241674643531e-05,5.605846291320405e-05
1.910810404198962e-05,2.144732304345345e-05
2.3327206500967112e-05,1.9844308278140467e-05
6.389830106057152e-05,1.0307109787020012e-05
1.707631248821971e-05,1.447468061928939e-05
1.1262279223108814e-05,2.4260766788177385e-05
2.4678547079556194e-05,7.810784591528543e-06
2.349058785545685e-05,2.116249085829276e-05
2.5550929241843908e-05,2.0298916550835917e-05
1.9957463489766568e-05,2.6417681877971365e-05
1.8004624749043635e-05,1.800435941448003e-05
7.740641880357237e-06,3.664323564915156e-05
1.0213045867679032e-05,3.20782865159285e-05
8.675689570499345e-06,2.8314068815250583e-05
1.842127709910755e-05,1.8900365625565728e-05
2.2620417850500023e-05,1.4115047950972431e-05
2.4733854264614293e-05,1.7652824650528416e-05
1.9225730004685597e-05,2.4843299343096388e-05
2.7742062318270725e-05,2.125083280563689e-05
4.8240741574625165e-05,1.074895644020832e-05
9.044000531461982e-06,3.819956181389563e-05
1.1066002783029799e-05,2.0039979136676888e-05
1.1139827996108874e-05,4.042344555929221e-05
1.6986869150146937e-05,1.6986869150146937e-05
2.8321002968966353e-05,1.4623817249216721e-05
5.8975108807116e-05,8.814135683278116e-06
4.044258510535921e-05,1.1142079707410874e-05
1.2668180517059747e-05,2.4538646559827526e-05
2.1455088143477198e-05,2.2322726302749023e-05
2.7634038832004052e-05,9.309378771764416e-06
2.6834242410080518e-05,2.0740022857073386e-05
1.7033482105220943e-05,2.6078734475290727e-05
1.0290019265035622e-05,3.642537709692486e-05
3.862584152985664e-05,1.3720612674390356e-05
1.6214595753069707e-05,1.9215271653396736e-05
1.1139827996108874e-05,4.042344555929221e-05
9.052532495940469e-05,3.593827704191919e-05
9.348605538970187e-06,3.1998333883213694e-05
6.627321723776e-06,6.238250026657234e-05
5.607972907550074e-05,1.0492658658217979e-05
2.4590753104561504e-05,2.6626563991373073e-05
0.00014286562941534558,5.921246622606589e-06
2.320765936604752e-05,2.636214943272712e-05
9.651791145502769e-05,8.017378688306942e-06
2.546254434316751e-05,2.08314472070302e-05
2.4538559466393312e-05,1.600940924995184e-05
2.7775629230040137e-05,1.5997960465791684e-05
9.031356607335755e-06,2.1125261221435713e-05
4.044258510535921e-05,1.1142079707410874e-05
3.539152561971138e-05,2.1319503263596328e-05
1.9589489333698082e-05,8.10124352215344e-06
1.1139827996108874e-05,4.042344555929221e-05
2.1192529054748374e-05,2.119219597866638e-05
2.7654636289458686e-05,1.0684740026841169e-05
1.4093969334569167e-05,1.8162325121453763e-05
7.07116290029753e-06,3.698267168592201e-05
2.063536939328502e-05,3.4348079283027684e-05
3.150547142104964e-05,2.6895340325689358e-05
2.0869314523754212e-05,3.499511050828373e-05
1.931899169980437e-05,2.5884834776263314e-05
2.8978537659518767e-05,2.0159500842416105e-05
2.3202504024806242e-05,2.0716697227226088e-05
1.586137862518173e-05,1.5931806246955043e-05
6.114975141902227e-05,6.879471098036118e-06
1.2031209860292164e-05,2.4447847598423863e-05
5.607972907550074e-05,1.0492658658217979e-05
9.966777024274436e-06,4.362200924218317e-05
1.0492241674643531e-05,5.605846291320405e-05
2.5518244807431568e-05,1.1295304609680134e-05
3.649596658327227e-05,7.686427092552973e-06
2.687430700797581e-05,6.615723925718946e-05
1.7022591397048257e-05,1.7692440119376124e-05
2.4575890356550586e-05,0.00011709986897661277
1.674797634729268e-05,2.359752297119717e-05
2.0005312335297842e-05,2.0005220239505458e-05
1.893246601893613e-05,2.009576285746407e-05
3.272506546074094e-05,1.0126270813003142e-05
1.3332379580493971e-05,2.0986862413326962e-05
2.3612571495032318e-05,2.3611789474618933e-05
3.147496757235656e-05,3.563368423548854e-05
1.3340309329445048e-05,1.7561666724752576e-05
3.0079533982920328e-05,2.8749510053077026e-05
2.100133462384244e-05,2.8418277858013766e-05
2.0236805430897593e-05,0.00013057897157684424
2.3933968125323187e-05,1.9038302901023463e-05
6.090922424763957e-05,9.944150459735416e-06
2.5559213577184445e-05,2.461422825840189e-05
2.4905882612411244e-05,2.490554746837187e-05
5.607972907550074e-05,1.0492658658217979e-05
1.630944909957581e-05,1.881864307940355e-05
4.044258510535921e-05,1.1142079707410874e-05
2.760003200648004e-05,2.4907406071440054e-05
3.960616827274496e-05,1.9846663975694707e-05
1.3511546160879865e-05,6.707269588012787e-06
1.2670207210881434e-05,2.59736724711582e-05
7.698144812928496e-05,1.6003649366736566e-05
2.0033105252255834e-05,0.00013057897157684424
3.409178936090556e-05,2.6265778421782074e-05
8.466042778737004e-05,9.744166734448493e-06
2.241464196534704e-05,1.219844956109652e-05
1.1139827996108874e-05,4.042344555929221e-05
1.1958607123328155e-05,2.9391740911908093e-05
1.9016975482119132e-05,3.4786285711100444e-05
1.7022743703900117e-05,7.809793340390199e-06
1.9108759226207633e-05,2.9159156293704524e-05
4.044258510535921e-05,1.1142079707410874e-05
3.0672171859856364e-05,6.8932547193350256e-06
3.516358922572643e-05,8.525840540895535e-06
1.457262534268026e-05,2.073785631043363e-05
2.5191465026390103e-05,2.1502533734832632e-05
1.0751226165200736e-05,4.8240741574625165e-05
2.6565780460825877e-05,2.6565255759402674e-05
4.044258510535921e-05,1.1142079707410874e-05
4.044258510535921e-05,1.1142079707410874e-05
1.8643215036531432e-05,2.7944773417067768e-05
9.319697611867289e-06,4.778967108001381e-05
2.156744365366109e-05,1.2390834664179508e-05
7.582085388952122e-06,2.9605389183341077e-05
7.18269757770151e-05,9.3316891959068e-06
2.1898590162722422e-05,2.4352978480172527e-05
1.9052526670998686e-05,1.9052024659246853e-05
1.9683252249795773e-05,1.7756765587543374e-05
2.989927539787919e-05,3.462444796297949e-05
1.742365295787022e-05,1.993900683340942e-05
2.9620061603128378e-05,1.2983881118533346e-05
1.1139827996108874e-05,4.042344555929221e-05
4.826115709042997e-05,1.0752427077895135e-05
2.46365320914487e-05,2.4635808103409056e-05
1.478569216701233e-05,7.163960441106677e-05
2.5586524994377712e-05,1.6851823477221395e-05
9.704851982706168e-05,9.42230052693891e-06
0.00020091951092053595,3.2667863643858405e-05
4.7198389901743595e-06,2.5551571926489142e-05
2.3631848728810693e-05,2.3631282784214195e-05
2.9385307678542075e-05,3.0679775788390134e-05
1.70844481204214e-05,2.7399706080973505e-05
2.0828825237153296e-05,1.2935309761716324e-05
6.389830106057152e-05,1.0307109787020012e-05
2.5881197859771365e-05,8.047784917723456e-06
2.4522512470692208e-05,1.9771326043836814e-05
2.7679414574300386e-05,2.53496944197449e-05
3.256370323675051e-05,9.413532238842862e-06
2.7944247015599868e-05,6.506798699732022e-06
7.171687304564229e-05,1.0167948133621534e-05
2.8825510950162147e-05,3.7796727488446134e-05
3.570764840238697e-05,3.287563450743552e-05
7.28893094878682e-06,3.345445418803299e-05
3.6865095496698264e-05,3.685930574207749e-05
4.044258510535921e-05,1.1142079707410874e-05
6.389830106057152e-05,1.0307109787020012e-05
