,spacy_similarity
188,0.9733644331355118
189,0.9624383746090343
190,0.8581004683554097
191,0.894054961701046
192,0.8181880215583615
193,0.8490319703249489
194,0.8618477681541586
195,0.8806314249786192
196,0.7508502089746171
197,0.679479701094207
198,0.8705118111997128
199,0.7161794524995463
200,0.656938189918632
201,0.9718003505249306
202,0.8345406250724242
203,0.6253238527772468
204,0.6990477859107156
205,0.7784553532311698
206,0.4647545120462121
207,0.7641351993114146
208,0.595029445885163
209,0.623912374346951
210,0.6534706504429951
211,0.5152397080933205
212,0.5452837332431392
213,0.9321626657010404
214,0.8283574365991276
215,0.6233412940679717
216,0.841803964013998
217,0.826682432296316
218,0.8747376182636319
219,0.7786008236270974
220,0.8706649935531556
221,0.8580776901474813
222,0.564061696117388
223,0.4812744445557661
224,0.5147188244697702
225,0.9914698631168019
226,0.6574284124681077
227,0.6453984812385296
228,0.8378290078570776
229,0.9173888900570486
230,0.6081787224965542
231,0.8696013313793027
232,0.7179009770540323
233,0.8500409155419029
234,0.7669971344858457
235,0.8638990250073669
236,0.9133825685672081
237,0.675281339911545
238,0.8244819237298874
239,0.8453845926989115
240,0.5828359210692762
241,0.6213247666617682
242,0.7693858548970578
243,0.6835779490056572
244,0.7017074362920601
245,0.8324045556130597
246,0.6861058338967624
247,0.675996075357307
248,0.7231059126750833
249,0.9464037079911761
250,0.7083229644209698
251,0.7168792847255959
252,0.7431502209585986
253,0.7746879720107008
254,0.8404925817739252
255,0.8233699398018355
256,0.7990693175731043
257,0.4895400587828571
258,0.8017767499101096
259,0.6896096386578225
260,0.591919351009456
261,0.7185978718581156
262,0.7522735901036881
263,0.9872829931633421
264,0.9377663627920321
265,0.8540966676910391
266,0.8315326987104463
267,0.9830484080549091
268,0.8839344038557255
269,0.6375182725113582
270,0.9878524395286656
271,0.6341368960657796
272,0.8398706751103339
273,0.6683932969978811
274,0.8748305968595336
275,0.7319342968760671
276,0.8940356865251106
277,0.7504064442139828
278,0.7845483055252201
279,0.96943280802985
280,0.6307612445605881
281,0.8377743020649023
282,0.6057590810162772
283,0.7633582990143711
284,0.8150332890150832
285,0.779977288114385
286,0.9293286580287226
287,0.7805172662813766
288,0.8142641459020563
289,0.9728164513254453
290,0.3668756358560104
291,0.916076335341965
292,0.8663277755335034
293,0.8871948815755456
294,0.9099623677447352
295,0.82927404702812
296,0.5986341366910856
297,0.4658224521234007
298,0.6418990171656697
299,0.792559132293441
300,0.8703406829434636
301,0.8621752426853805
302,0.7166627467787238
303,0.4438498427032363
304,0.7921629000664818
305,0.792230730789417
306,0.8723022472991304
307,0.747226333866291
308,0.8615055665391259
309,0.7813977841285493
310,0.8219342840205517
311,0.6253140406321248
312,0.9308129707909742
313,0.8116215981995111
314,0.8031854451836444
315,0.9296178487970856
316,0.8023728114256753
317,0.7240617519316901
318,0.8655066744313312
319,0.8032871950589218
320,0.5651062921530017
321,0.6819879639373765
322,0.8446516843227307
323,0.8515918714659428
324,0.7813141217523314
325,0.961649418310868
326,0.6760693124855504
327,0.5074308790322803
328,0.9888228515263451
329,0.5276081123516324
330,0.9702075757182591
331,0.7445376201907685
332,0.6015043761208924
333,0.7966481966768452
334,0.4886021787915636
335,0.6668536328031428
336,0.6575497340258242
337,0.6970643440600802
338,0.7339590202838726
339,0.6924338960125433
340,0.7082467462999558
341,0.9091428950710444
342,0.7002510802527779
343,0.7801099761212974
344,0.9287764622943394
345,0.79103263704951
346,0.7768877393022554
347,0.8855975775057296
348,0.988128999375261
349,0.6610374141636953
350,0.7057967645461984
351,0.6899826392768506
352,0.6333955714717358
353,0.7599215836179447
354,0.8216146552924536
355,0.7599642108625927
356,0.8539125280586805
357,0.874198946930357
358,0.9479874337345673
359,0.8151553056508826
360,0.6789321389351569
361,0.47192746043169614
362,0.8291800781646704
363,0.5429671515642678
364,0.785226072612883
365,0.8497794452168002
366,0.7690529697594679
367,0.8962160723238775
368,0.7273800799230424
369,0.9873712103747844
370,0.7128495815907138
371,0.9662611154001548
372,0.8734347748333613
373,0.7910650298420474
374,0.8694440814190851
375,0.44588463175172544
376,0.7240228816912331
377,0.6912160072916025
378,0.7223122774267661
379,0.8168465992355712
380,0.8016820737195194
381,0.8939060221829548
382,0.5377873272415595
383,0.7837041123208954
384,0.8455166541538682
385,0.7771336578266151
386,0.7252481573114464
387,0.6787565618815745
388,0.47148732085366507
389,0.9062626510469997
390,0.8242229494611514
391,0.6837944178818501
392,0.8536384315112474
393,0.8678356984492774
394,0.18655298861374647
395,0.6874249995476501
396,0.842019167971619
397,0.6505402950610562
398,0.8693501612586557
399,0.5932965174312068
400,0.6128036586835416
401,0.8085455321827567
402,0.9821417526661513
403,0.5447157203791124
404,0.6014111049812645
405,0.8263856174458425
406,0.8406644901269373
407,0.9886859029799641
408,0.7930103565061131
409,0.71574748811491
410,0.6880360275226295
411,0.8265662812167374
412,0.7112874190451809
413,0.9932146392739334
414,0.7272987475372248
415,0.8013261172175357
416,0.9202682049841251
417,0.6181590888564875
418,0.5688446045644152
419,0.8789488507601991
420,0.7516837231973139
421,0.7472999978954368
422,0.6114087234167027
423,0.4237761245768916
424,0.5572104267267882
425,0.7980451863609048
426,0.6960088114419147
427,0.7948599039705329
428,0.5074245915894301
429,0.7258595308148347
430,0.9158265558265521
431,0.9001157603487951
432,0.7192176592296249
433,0.5900774373297916
434,0.7488924540859907
435,0.7094389918453208
436,0.6527505168296471
437,0.5695536107341124
438,0.8553541631824425
439,0.5846907465640498
440,0.9395707159017201
441,0.7540932361467552
442,0.6413729596232918
443,0.7494653253788909
444,0.5776806789659337
445,0.6113266529970282
446,0.8025168107307108
447,0.6829927550785257
448,0.6559368268794141
449,0.6256093170142473
450,0.9079532546281446
451,0.7848226450078903
452,0.968029801103204
453,0.8550864117956848
454,0.7991065274018971
455,0.8421535247548657
456,0.6659187226808809
457,0.24425756348951191
458,0.8436772374569284
459,0.8469313747527052
460,0.9763451526411998
461,0.8000112928622667
462,0.7642770769926418
463,0.8261910567505021
464,0.5224130125842006
465,0.516406546896685
466,0.7730425268314071
467,0.862803298703978
468,0.6457116684255931
469,0.600837152007296
470,0.791197497274629
471,0.9946552881363177
472,0.8937055920853034
473,0.6026067582753861
474,0.6461567597758949
475,0.8636815056271304
476,0.9570541662931042
477,0.5580622426731465
478,0.938326261077724
479,0.49914461394312337
480,0.7451260696020952
481,0.8763852025636999
482,0.8544491178711748
483,0.8690073276592144
484,0.7448318775984057
485,0.5644705181835783
486,0.7447363086399892
487,0.7495965298856085
488,0.7967888079103999
489,0.5371522572111997
490,0.5611377143798452
491,0.8389076151677105
492,0.8900583070939175
493,0.8065704908683139
494,0.920730251080666
495,0.735828330185844
496,0.7430151708019009
497,0.7017834614311844
498,0.4347416021812599
499,0.9139980625467187
500,0.5690879750605222
501,0.5597118864798131
502,0.9602562603139627
503,0.686519864424089
504,0.8418470034807082
505,0.5930714844790771
506,0.7787035934903636
507,0.751604416171286
508,0.9036092881137024
509,0.8466494838080035
510,0.7549755348913963
511,0.8315273730351103
512,0.7987724662284124
513,0.821819989203393
514,0.8063220356886261
515,0.787287391243092
516,0.671659826403313
517,0.8301348901867321
518,0.8810159056980954
519,0.6774533922722604
520,0.9879647402073142
521,0.8078862393182358
522,0.5967999115189428
523,0.5786137823638565
524,0.893187875745639
525,0.7775375317662413
526,0.8274871791157563
527,0.5571616429734201
528,0.9249635204941706
529,0.8992723321591203
530,0.6643229328258482
531,0.5445683460593949
532,0.6333339538801365
533,0.9894236134516937
534,0.6061448590050355
535,0.8625945678487069
536,0.6814603992171006
537,0.5820673892525229
538,0.7138331004524668
539,0.9148763528227927
540,0.6069069248627482
541,0.7493278679860975
542,0.6237587905252364
543,0.8577626408686663
544,0.874577805741198
545,0.5710248434310446
546,0.7079025982306605
547,0.8638914416848594
548,0.8510559025866002
549,0.929333568047892
550,0.7345511724927005
551,0.645134233296884
552,0.9866443574615478
553,0.6993306825043925
554,0.8851324456297519
555,0.702492107218806
556,0.7837575238561324
557,0.9399564704029
558,0.749901255431201
559,0.790315607482823
560,0.847927790971875
561,0.5810007467051587
562,0.9245581494652184
563,0.7239280192011159
564,0.6417024716449702
565,0.7778501377719843
566,0.8230161541642712
567,0.41987218654069114
568,0.9679101956233894
569,0.6749984837674702
570,0.6619026987884585
571,0.8465743063089513
572,0.8595782598102298
573,0.7493905673470836
574,0.6755700856226321
575,0.34480019352485436
576,0.6737131818366566
577,0.4291207348589658
578,0.7169499535725975
579,0.7602857115172029
580,0.7906127896992989
581,0.9864406604669431
582,0.8903903509623442
583,0.7278604155138699
584,0.7407162080122549
585,0.9877729347266563
586,0.5538529853098678
587,0.911836691324886
588,0.7245195262306526
589,0.8537113484713464
590,0.8293636022738942
591,0.708484366194096
592,0.7568666016756787
593,0.8421675705904058
594,0.33587237246342033
595,0.4894333239822236
596,0.6635645539588646
597,0.8627901395107888
598,0.9015413242382639
599,0.9678058914732477
600,0.9829537646313516
601,0.7042719090912177
602,0.6990214079322671
603,0.9169286225877483
604,0.850509268190842
605,0.806553693434244
606,0.7632170766341649
607,0.6482505975647529
608,0.83594900047833
609,0.7719482014867485
610,0.8303057556354403
611,0.5941167425626124
612,0.5980751282858671
613,0.554217878287506
614,0.4796536240750301
615,0.829269297917244
616,0.9924193289820721
617,0.5036143094917536
618,0.8474434968049634
619,0.9079599725958327
620,0.7352782013738265
621,0.6672679575945284
622,0.8935587744445953
623,0.5080910937315823
624,0.555112654704052
625,0.5791788987015939
626,0.9020423556305536
627,0.8960596766910645
628,0.5474236237818859
629,0.8484661768140804
630,0.6806459960097817
631,0.8420876194024366
632,0.863132895950534
633,0.8425162934358732
634,0.8234126540832487
635,0.8497995437989917
636,0.7816584687415017
637,0.8439176611639614
638,0.8799441917109067
639,0.712212006141032
640,0.7514980162495555
641,0.9899155849893944
642,0.7108593207580278
643,0.5619997432306736
644,0.686226725342181
645,0.7829435102401432
646,0.9280319708658898
647,0.6778919464980062
648,0.8312919532685357
649,0.7946398026256863
650,0.8268361299210225
651,0.9945467469086403
652,0.9893183067548675
653,0.3656319988034657
654,0.7602269348080766
655,0.6030643453968119
656,0.9623415536307723
657,0.7741331529249637
658,0.8006372398995236
659,0.8332926185769943
660,0.6729417887409146
661,0.7857634767774876
662,0.8612101806707736
663,0.4923352972511981
664,0.7785985509656936
665,0.5139883500747323
666,0.7489005511475523
667,0.7101530841607
668,0.8024391374590657
669,0.8042797619539255
670,0.8098908191924514
671,0.8170418611586856
672,0.7502960597153014
673,0.9574553123176899
674,0.7618489626776916
675,0.9753713265700719
676,0.7441444989512652
677,0.7560178600680341
678,0.9025488957301957
679,0.7057691035343977
680,0.6479399792759719
681,0.8108560777995173
682,0.8929807604687109
683,0.748695842422638
684,0.9818109437363679
685,0.5218396225253483
686,0.9900059466452819
687,0.8717592125347053
688,0.7979409077031916
689,0.5242934252690883
690,0.6485178113060147
691,0.8499082886870704
692,0.9700723227805458
693,0.9960543659291342
694,0.7846050388292254
695,0.9824962113225951
696,0.8635066605404175
697,0.515921618073231
698,0.5215405601455908
699,0.7093954256672481
700,0.9017222670515168
701,0.5766903707615072
702,0.8578804245991611
703,0.8628705968656264
704,0.7672924447968357
705,0.6006602778199727
706,0.36310857571365257
707,0.6141564500840874
708,0.626113011838612
709,0.7717130026053319
710,0.858800440295195
711,0.9104955780120101
712,0.7722930183675335
713,0.6467722914031055
714,0.7981889391024555
715,0.8058639187794682
716,0.8176744136586743
717,0.8828232758314165
718,0.5387524621290078
719,0.9773021958857981
720,0.668493717260263
721,0.8116146635745967
722,0.8416940730204104
723,0.9621812061332707
724,0.7230791791310139
725,0.713547394325553
726,0.8213009451595984
727,0.7147801279963331
728,0.7923216946423556
729,0.6706885176229899
730,0.5904969435526434
731,0.7989474958998711
732,0.7827816296432246
733,0.5896694109673702
734,0.9559668241769725
735,0.91069046856307
736,0.7705253680965204
737,0.47742107476564316
738,0.5937257610793492
739,0.8859576645511295
740,0.995099761776843
741,0.8530658992269966
742,0.8727445395308567
743,0.9729461862378657
744,0.31152305892977367
745,0.7358888471763674
746,0.9010203245781555
747,0.7142582202469694
748,0.9080870109016521
749,0.8472129771947746
750,0.7999142894657632
751,0.9940778807465701
752,0.4810180318604336
753,0.8400991529464734
754,0.4094415035991083
755,0.7518656357209039
756,0.9201885030051682
757,0.9860165317266599
758,0.4204435920127656
759,0.7531317720110488
760,0.4362791652177425
761,0.9924727182360817
762,0.8112141457962179
763,0.7233842957129254
764,0.8717091912726275
765,0.6928771491504341
766,0.7486732965111375
767,0.8478744546011244
768,0.9280848218701053
769,0.71714880572847
770,0.6561066363140321
771,0.6453754451108694
772,0.8219633611010454
773,0.8312607041685083
774,0.8631897003871363
775,0.9421093613050968
776,0.9272864599677797
777,0.9225988233799325
778,0.8000227075049438
779,0.6274724269813827
780,0.9912362639959486
781,0.851923871792624
782,0.4212190579528601
783,0.7457417585233747
784,0.7316594751546177
785,0.806412849139982
786,0.8913338067560717
787,0.7111992593782384
788,0.9241059318107621
789,0.8321393336695799
790,0.9043242564672871
791,0.7350411187685378
792,0.8811952325101972
793,0.7027888334234323
794,0.7892390942505598
795,0.7209998603649191
796,0.7609380007898247
797,0.879559405948591
798,0.6929661435882928
799,0.8267690875740742
800,0.8064435218710444
801,0.8572076062821062
802,0.6957330308790663
803,0.9323826777457201
804,0.8329470717618417
805,0.5759329430577321
806,0.9873235032689135
807,0.8040922130790799
808,0.8055812364539973
809,0.7473712946029715
810,0.7106143925773095
811,0.8555194916744104
812,0.8837916701853663
813,0.7213903287135965
814,0.7251317384719365
815,0.8716260059891416
816,0.9581857982254853
817,0.8947643903979821
818,0.9340191678024916
819,0.7534734015131851
820,0.773369091481106
821,0.728121734534779
822,0.7303687959671619
823,0.9043372256420332
824,0.8433179802385399
825,0.7584727987175017
826,0.9567581598147509
827,0.741255698196493
828,0.6445972446850983
829,0.8137904163006354
830,0.9183727199759977
831,0.7623021999441063
832,0.7687884016321037
833,0.7289163858444907
834,0.7603396443520606
835,0.6151608824476571
836,0.8182099373109847
837,0.8393015129908623
838,0.8157517501255485
839,0.8309165649531622
840,0.5230361365509602
841,0.7666248798754061
842,0.7190251308869254
843,0.8045644101721736
844,0.9876395101115202
845,0.7215349287903569
846,0.7819907904447324
847,0.8424559321453354
848,0.5806148697665782
849,0.5419188377487488
850,0.7313326665802264
851,0.6257970460116877
852,0.9000711837928399
853,0.7881088002646253
854,0.9166512928769784
855,0.8093418535174607
856,0.7427355047560728
857,0.8025700495827504
858,0.9068444647174138
859,0.7488399134130341
860,0.6878880380909244
861,0.8667809340317904
862,0.6306055847929115
863,0.47290488395633856
864,0.6856637847006011
865,0.6263515220782968
866,0.3954061317665891
867,0.9154253371422459
868,0.7538874333241409
869,0.799322659419257
870,0.841738531003279
871,0.6059848420096168
872,0.6166218676197918
873,0.814862798058606
874,0.8895649333592177
875,0.7416786927656888
876,0.4865175304916518
877,0.9787666444406559
878,0.7063523422447114
879,0.90456655734085
880,0.6195775586744457
881,0.7482991719082158
882,0.7500237536888199
883,0.5414616794454913
884,0.8694395015239921
885,0.7044646293447732
886,0.5852379082364947
887,0.8798388039302143
888,0.7725374044439189
889,0.6467241047530635
890,0.6628383065544231
891,0.9048731637670948
892,0.75901424871956
893,0.802486611655581
894,0.854817772514905
895,0.7918589108803786
896,0.6708351592119346
897,0.6383278597811585
898,0.6270664553252057
899,0.6259585083673421
900,0.8255657631294018
901,0.7436284758121309
902,0.8256022125769438
903,0.8486207813705979
904,0.6908451522278108
905,0.8174307045680089
906,0.9164718134911504
907,0.5408700618280472
908,0.8220708501649294
909,0.8877590899314802
910,0.9846219246704205
911,0.6266383799750376
912,0.7146204803992142
913,0.8428644938000726
914,0.7746905895430102
915,0.7855127812825525
916,0.44879089071125194
917,0.7487689424064315
918,0.6240797822821708
919,0.8481680919963662
920,0.7586845025976147
921,0.8826968090718201
922,0.5858939019004706
923,0.7951980977656895
924,0.6501696130691813
925,0.8363523638530033
926,0.7299183423021096
927,0.696447937359233
928,0.48760269401881395
929,0.64133217785816
930,0.7680771236687324
931,0.7290609872157711
932,0.7209134703364357
933,0.738645634610442
934,0.857734606769768
935,0.6581873702082904
936,0.7465347293678131
937,0.9806176617938759
938,0.9592931449102
939,0.8613978939412289
940,0.42907549374386506
941,0.9682006982526442
942,0.9089833014797376
943,0.9868589734824861
944,0.7047252392273436
945,0.9864160886837873
946,0.5653432143564985
947,0.8008708791936532
948,0.7393105840647514
949,0.7976436096861182
950,0.7297169512006015
951,0.7503496128242834
952,0.9077135603670531
953,0.7891861901329793
954,0.6512102518007457
955,0.6954337763524828
956,0.5912782039245246
957,0.7883753623666916
958,0.7106148903571889
959,0.5727501080633589
960,0.5172312715407651
961,0.8533401032897252
962,0.7212635242068505
963,0.9035359834971323
964,0.8994134231322534
965,0.9199763441056471
966,0.8199557726392758
967,0.9708691442666572
968,0.7642955770616967
969,0.84728212160942
970,0.7405908819423032
971,0.8012164734525702
972,0.6924711484262234
973,0.8251671907078378
974,0.710579319439773
975,0.8745751018449633
976,0.9629563080411497
977,0.6566175337667592
978,0.7800986140471705
979,0.7655297829978126
980,0.6506897979948516
981,0.6468475765308708
982,0.8016663291962792
983,0.6108361189092881
984,0.9224840722099537
985,0.37627683356129166
986,0.4922074761433357
987,0.8346931299087982
988,0.8455574886635628
989,0.764351368924212
990,0.7258135400006197
991,0.7270713463592956
992,0.8443590609087134
993,0.8196722419763236
994,0.5954232238823224
995,0.9221802463668441
996,0.808647077861399
997,0.7706962925958392
998,0.7581192634937083
999,0.8784565860315696
1000,0.7312552189492686
1001,0.7871640959873244
1002,0.503954118742333
1003,0.7250956808495731
1004,0.8189718957682336
1005,0.6944485169101412
1006,0.7071879052788275
1007,0.8319915344311174
1008,0.815155688777137
1009,0.7597858868669592
1010,0.7690167471485937
1011,0.6446246344672746
1012,0.7292788624747442
1013,0.8682119089904484
1014,0.8095599776540993
1015,0.9044571537530378
1016,0.7273234938909715
1017,0.9335110561037436
1018,0.9490077904377234
1019,0.8342214471667135
1020,0.7971378878608247
1021,0.661955026913257
1022,0.5936824513256906
1023,0.8437004377802226
1024,0.48998054829901755
1025,0.765074227323915
1026,0.579718335391962
1027,0.6623503793350092
1028,0.7938051113501243
1029,0.9086634766659316
1030,0.791565487297699
1031,0.8297470488497507
1032,0.5792430266741077
1033,0.5735920998116836
1034,0.8835625686202188
1035,0.8705634233413297
1036,0.651938989056787
1037,0.7596241227898007
1038,0.830306019817942
1039,0.769369879217874
1040,0.6578848358002671
1041,0.5275165825673985
1042,0.8987937760958207
1043,0.9338929230617049
1044,0.6389610745659619
1045,0.8389863565202522
1046,0.8353586500443587
1047,0.6902340725922832
1048,0.9433179836620246
1049,0.8461662701908079
1050,0.7794795703548216
1051,0.915988178642514
1052,0.8180421156855345
1053,0.9348166446735992
1054,0.6374942949880396
1055,0.4767637958534239
1056,0.8504805437599986
1057,0.6439471545911921
1058,0.9556278508948027
1059,0.8581088288556649
1060,0.6877151506920568
1061,0.81703427166436
1062,0.7377631359640294
1063,0.9814702079187173
1064,0.7530933930180512
1065,0.6576898635556444
1066,0.6945816228438121
1067,0.7537592673635827
1068,0.747303087543295
1069,0.7765945102282656
1070,0.8526658000989717
1071,0.8536518520056664
1072,0.7745256413951714
1073,0.7258558083542929
1074,0.896479573408272
1075,0.8156989416710826
1076,0.8776599601530447
1077,0.87627433784361
1078,0.7723562840020115
1079,0.8185520149549746
1080,0.6607767291365437
1081,0.8386964472317006
1082,0.869832903472354
1083,0.47786386625277305
1084,0.609622026703224
1085,0.8497648723006119
1086,0.8575299597408685
1087,0.7330560408948128
1088,0.6601901611046088
1089,0.4257855085150233
1090,0.9298191549013927
1091,0.8654097280526928
1092,0.8648517372324521
1093,0.781922627136217
1094,0.864472155187287
1095,0.7731358517735328
1096,0.7254509923033396
1097,0.6888679665915097
1098,0.8919798360737549
1099,0.6469296017072514
1100,0.6654509136406742
1101,0.8283340767038934
1102,0.8368795219863308
1103,0.6896863565464177
1104,0.6731229772415654
1105,0.4738198030654537
1106,0.8896709898103169
1107,0.8071176031785046
1108,0.9626652010109696
1109,0.47801346594571886
1110,0.8588413348520573
1111,0.9826560892692707
1112,0.8654053404021566
1113,0.7422658657585997
1114,0.9127937267781787
1115,0.8371675081365082
1116,0.963189917652337
1117,0.7256604338737844
1118,0.7705151785616455
1119,0.6492599893493755
1120,0.842012835654142
1121,0.45996572017724385
1122,0.5210453978675024
1123,0.5053513484668785
1124,0.7736338299269765
1125,0.44602145966870016
1126,0.7191070621141773
1127,0.7678529354906399
1128,0.8005519825252101
1129,0.5098691071080856
1130,0.6304088174710396
1131,0.7467994854769454
1132,0.8746130221978067
1133,0.8028350211029484
1134,0.8076946571697659
1135,0.4585505703723585
1136,0.5759591947738792
1137,0.8788868699571806
1138,0.6842594625590871
1139,0.7802932239033246
1140,0.7434702775071005
1141,0.8421519219578835
1142,0.7295748950851451
1143,0.9019870998084987
1144,0.8223794793487976
1145,0.6424999573890179
1146,0.6353324324017703
1147,0.5835955968821211
1148,0.7686870233857631
1149,0.6695196095480506
1150,0.6809060266643104
1151,0.8080797641728086
1152,0.8881604442777525
1153,0.733749916310221
1154,0.6969004571554499
1155,0.7980887663893552
1156,0.8086016607443917
1157,0.8211216447588213
1158,0.6748132738832011
1159,0.7697303092881979
1160,0.7121057685896985
1161,0.666756607332676
1162,0.9288028061897868
1163,0.7261774336707002
1164,0.5545932258350915
1165,0.8314872180760504
1166,0.7988316136904253
1167,0.8012851975780169
1168,0.825632268293793
1169,0.8903308805515198
1170,0.7068579426021592
1171,0.8967875623561922
1172,0.8682479211897641
1173,0.7381623583883375
1174,0.7854812027949488
1175,0.7303893047831606
1176,0.8305333947010537
1177,0.9792707819215999
1178,0.9946388260540643
1179,0.8768869959125876
1180,0.9878787352334449
1181,0.9646135394474599
1182,0.6886123419276836
1183,0.8379900059491338
1184,0.9946521180784775
1185,0.9459916569220862
1186,0.815500220808769
1187,0.6995743463597552
1188,0.8411686942377502
1189,0.8001750477127786
1190,0.8765911538558195
1191,0.6517535448735825
1192,0.6973610038399349
1193,0.8273845721236673
1194,0.8447405863333215
1195,0.6719161214128723
1196,0.5871044031591816
1197,0.7584560380452348
1198,0.8149460371013464
1199,0.654747872035181
1200,0.7822655392818457
1201,0.4698966192372974
1202,0.6102087524077108
1203,0.8011939795234475
1204,0.7388106580039316
1205,0.6911538813148864
1206,0.7318648009498021
1207,0.7663259666296797
1208,0.7034788577803912
1209,0.7493321520474456
1210,0.6811875944964236
1211,0.6438178499757065
1212,0.8302865931062602
1213,0.6916848115478874
1214,0.8949150661982005
1215,0.699624100340726
1216,0.7613184042869503
1217,0.7797605398562946
1218,0.8161072521673628
1219,0.59752468469574
1220,0.8970053023629595
1221,0.845604698509437
1222,0.8226014931849864
1223,0.6402425612543259
1224,0.981016142416337
1225,0.9208525995231917
1226,0.959563748187652
1227,0.851130121187712
1228,0.803967559493322
1229,0.9639896683469613
1230,0.77996432323872
1231,0.8347610588869309
1232,0.8214338553516881
1233,0.7492855761691722
1234,0.7484483924601195
1235,0.8931641389491007
1236,0.8451570121987682
1237,0.9310691848999693
1238,0.82273117387906
1239,0.738659024629856
1240,0.9679469137588631
1241,0.7096476926898458
1242,0.8081415654470767
1243,0.6261317373672108
1244,0.7165330482548857
1245,0.6450639446646926
1246,0.53293221780817
1247,0.9108987562490893
1248,0.8290606347444136
1249,0.8913000582625018
1250,0.7315739889522482
1251,0.7850242837283301
1252,0.8726149327257489
1253,0.8374748824017334
1254,0.7512599713228182
1255,0.7608345716509138
1256,0.9357625533078398
1257,0.6969938378939387
1258,0.8860816184571945
1259,0.42030177103530003
